id,skill,num_rel_jobs,main_city,city,state,latitude,longitude,population_2013,created_at,updated_at
1,Android,1,"Phoenix, AZ",Avondale,Arizona,33.448377,-112.074037,78822,0000-00-00 00:00:00,0000-00-00 00:00:00
2,C++,1,"Phoenix, AZ",Avondale,Arizona,33.448377,-112.074037,78822,0000-00-00 00:00:00,0000-00-00 00:00:00
3,iOS,1,"Phoenix, AZ",Avondale,Arizona,33.448377,-112.074037,78822,0000-00-00 00:00:00,0000-00-00 00:00:00
4,.NET,49,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
5,Android,3,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
6,C++,59,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
7,Python,20,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
8,Javascript,54,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
9,PHP,8,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
10,iOS,6,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
11,NoSQL,8,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
12,MySQL,15,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
13,Ruby,6,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
14,Java,47,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
15,.NET,1,"Phoenix, AZ",Fountain Hills,Arizona,33.448377,-112.074037,23235,0000-00-00 00:00:00,0000-00-00 00:00:00
16,Android,1,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
17,Python,5,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
18,C++,11,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
19,Ruby,1,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
20,Java,3,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
21,.NET,10,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
22,PHP,4,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
23,MySQL,4,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
24,Javascript,7,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
25,iOS,1,"Phoenix, AZ",Goodyear,Arizona,33.448377,-112.074037,72864,0000-00-00 00:00:00,0000-00-00 00:00:00
26,Javascript,4,"Phoenix, AZ",Goodyear,Arizona,33.448377,-112.074037,72864,0000-00-00 00:00:00,0000-00-00 00:00:00
27,Android,1,"Phoenix, AZ",Goodyear,Arizona,33.448377,-112.074037,72864,0000-00-00 00:00:00,0000-00-00 00:00:00
28,C++,6,"Phoenix, AZ",Goodyear,Arizona,33.448377,-112.074037,72864,0000-00-00 00:00:00,0000-00-00 00:00:00
29,.NET,11,"Phoenix, AZ",Goodyear,Arizona,33.448377,-112.074037,72864,0000-00-00 00:00:00,0000-00-00 00:00:00
30,Java,1,"Phoenix, AZ",Litchfield Park,Arizona,33.448377,-112.074037,5306,0000-00-00 00:00:00,0000-00-00 00:00:00
31,.NET,1,"Phoenix, AZ",Litchfield Park,Arizona,33.448377,-112.074037,5306,0000-00-00 00:00:00,0000-00-00 00:00:00
32,PHP,1,"Phoenix, AZ",Mesa,Arizona,33.448377,-112.074037,457587,0000-00-00 00:00:00,0000-00-00 00:00:00
33,Javascript,6,"Phoenix, AZ",Mesa,Arizona,33.448377,-112.074037,457587,0000-00-00 00:00:00,0000-00-00 00:00:00
34,Android,1,"Phoenix, AZ",Mesa,Arizona,33.448377,-112.074037,457587,0000-00-00 00:00:00,0000-00-00 00:00:00
35,C++,36,"Phoenix, AZ",Mesa,Arizona,33.448377,-112.074037,457587,0000-00-00 00:00:00,0000-00-00 00:00:00
36,.NET,19,"Phoenix, AZ",Mesa,Arizona,33.448377,-112.074037,457587,0000-00-00 00:00:00,0000-00-00 00:00:00
37,iOS,1,"Phoenix, AZ",Paradise Valley,Arizona,33.448377,-112.074037,13387,0000-00-00 00:00:00,0000-00-00 00:00:00
38,Java,1,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,162592,0000-00-00 00:00:00,0000-00-00 00:00:00
39,C++,5,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,162592,0000-00-00 00:00:00,0000-00-00 00:00:00
40,.NET,2,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,162592,0000-00-00 00:00:00,0000-00-00 00:00:00
41,Javascript,1,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,162592,0000-00-00 00:00:00,0000-00-00 00:00:00
42,C++,456,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
43,PHP,48,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
44,Android,47,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
45,Ruby,25,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
46,.NET,334,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
47,Python,56,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
48,Javascript,213,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
49,MySQL,68,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
50,NoSQL,35,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
51,.NET,94,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
52,Javascript,82,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
53,Ruby,17,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
54,C++,126,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
55,PHP,29,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
56,Android,16,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
57,Java,94,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
58,NoSQL,11,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
59,MySQL,20,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
60,Python,22,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
61,iOS,20,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
62,.NET,2,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
63,MySQL,3,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
64,Python,2,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
65,C++,6,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
66,Javascript,2,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
67,PHP,2,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
68,Java,58,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
69,PHP,22,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
70,C++,80,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
71,iOS,21,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
72,MySQL,18,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
73,Python,23,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
74,.NET,64,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
75,Ruby,10,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
76,Javascript,44,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
77,NoSQL,4,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
78,Android,12,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
79,.NET,1,"Phoenix, AZ",Tolleson,Arizona,33.448377,-112.074037,6756,0000-00-00 00:00:00,0000-00-00 00:00:00
80,C++,3,"Phoenix, AZ",Tolleson,Arizona,33.448377,-112.074037,6756,0000-00-00 00:00:00,0000-00-00 00:00:00
81,Android,1,"Phoenix, AZ",Avondale,Arizona,33.448377,-112.074037,78822,0000-00-00 00:00:00,0000-00-00 00:00:00
82,C++,1,"Phoenix, AZ",Avondale,Arizona,33.448377,-112.074037,78822,0000-00-00 00:00:00,0000-00-00 00:00:00
83,iOS,1,"Phoenix, AZ",Avondale,Arizona,33.448377,-112.074037,78822,0000-00-00 00:00:00,0000-00-00 00:00:00
84,.NET,49,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
85,Android,3,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
86,C++,59,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
87,Python,20,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
88,Javascript,54,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
89,PHP,8,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
90,iOS,6,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
91,NoSQL,8,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
92,MySQL,15,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
93,Ruby,6,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
94,Java,47,"Phoenix, AZ",Chandler,Arizona,33.448377,-112.074037,249146,0000-00-00 00:00:00,0000-00-00 00:00:00
95,.NET,1,"Phoenix, AZ",Fountain Hills,Arizona,33.448377,-112.074037,23235,0000-00-00 00:00:00,0000-00-00 00:00:00
96,Android,1,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
97,Python,5,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
98,C++,11,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
99,Ruby,1,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
100,Java,3,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
101,.NET,10,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
102,PHP,4,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
103,MySQL,4,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
104,Javascript,7,"Phoenix, AZ",Gilbert,Arizona,33.448377,-112.074037,229972,0000-00-00 00:00:00,0000-00-00 00:00:00
105,iOS,1,"Phoenix, AZ",Goodyear,Arizona,33.448377,-112.074037,72864,0000-00-00 00:00:00,0000-00-00 00:00:00
106,Javascript,4,"Phoenix, AZ",Goodyear,Arizona,33.448377,-112.074037,72864,0000-00-00 00:00:00,0000-00-00 00:00:00
107,Android,1,"Phoenix, AZ",Goodyear,Arizona,33.448377,-112.074037,72864,0000-00-00 00:00:00,0000-00-00 00:00:00
108,C++,6,"Phoenix, AZ",Goodyear,Arizona,33.448377,-112.074037,72864,0000-00-00 00:00:00,0000-00-00 00:00:00
109,.NET,11,"Phoenix, AZ",Goodyear,Arizona,33.448377,-112.074037,72864,0000-00-00 00:00:00,0000-00-00 00:00:00
110,Java,1,"Phoenix, AZ",Litchfield Park,Arizona,33.448377,-112.074037,5306,0000-00-00 00:00:00,0000-00-00 00:00:00
111,.NET,1,"Phoenix, AZ",Litchfield Park,Arizona,33.448377,-112.074037,5306,0000-00-00 00:00:00,0000-00-00 00:00:00
112,PHP,1,"Phoenix, AZ",Mesa,Arizona,33.448377,-112.074037,457587,0000-00-00 00:00:00,0000-00-00 00:00:00
113,Javascript,6,"Phoenix, AZ",Mesa,Arizona,33.448377,-112.074037,457587,0000-00-00 00:00:00,0000-00-00 00:00:00
114,Android,1,"Phoenix, AZ",Mesa,Arizona,33.448377,-112.074037,457587,0000-00-00 00:00:00,0000-00-00 00:00:00
115,C++,36,"Phoenix, AZ",Mesa,Arizona,33.448377,-112.074037,457587,0000-00-00 00:00:00,0000-00-00 00:00:00
116,.NET,19,"Phoenix, AZ",Mesa,Arizona,33.448377,-112.074037,457587,0000-00-00 00:00:00,0000-00-00 00:00:00
117,iOS,1,"Phoenix, AZ",Paradise Valley,Arizona,33.448377,-112.074037,13387,0000-00-00 00:00:00,0000-00-00 00:00:00
118,Java,1,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,162585,0000-00-00 00:00:00,0000-00-00 00:00:00
119,C++,5,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,162585,0000-00-00 00:00:00,0000-00-00 00:00:00
120,.NET,2,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,162585,0000-00-00 00:00:00,0000-00-00 00:00:00
121,Javascript,1,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,162585,0000-00-00 00:00:00,0000-00-00 00:00:00
122,C++,456,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
123,PHP,48,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
124,Android,47,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
125,Ruby,25,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
126,.NET,334,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
127,Python,56,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
128,Javascript,213,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
129,MySQL,68,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
130,NoSQL,35,"Phoenix, AZ",Phoenix,Arizona,33.448377,-112.074037,1513367,0000-00-00 00:00:00,0000-00-00 00:00:00
131,.NET,94,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
132,Javascript,82,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
133,Ruby,17,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
134,C++,126,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
135,PHP,29,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
136,Android,16,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
137,Java,94,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
138,NoSQL,11,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
139,MySQL,20,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
140,Python,22,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
141,iOS,20,"Phoenix, AZ",Scottsdale,Arizona,33.448377,-112.074037,226918,0000-00-00 00:00:00,0000-00-00 00:00:00
142,.NET,2,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
143,MySQL,3,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
144,Python,2,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
145,C++,6,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
146,Javascript,2,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
147,PHP,2,"Phoenix, AZ",Surprise,Arizona,33.448377,-112.074037,123546,0000-00-00 00:00:00,0000-00-00 00:00:00
148,Java,58,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
149,PHP,22,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
150,C++,80,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
151,iOS,21,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
152,MySQL,18,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
153,Python,23,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
154,.NET,64,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
155,Ruby,10,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
156,Javascript,44,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
157,NoSQL,4,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
158,Android,12,"Phoenix, AZ",Tempe,Arizona,33.448377,-112.074037,168228,0000-00-00 00:00:00,0000-00-00 00:00:00
159,.NET,1,"Phoenix, AZ",Tolleson,Arizona,33.448377,-112.074037,6756,0000-00-00 00:00:00,0000-00-00 00:00:00
160,C++,3,"Phoenix, AZ",Tolleson,Arizona,33.448377,-112.074037,6756,0000-00-00 00:00:00,0000-00-00 00:00:00
161,Java,1,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,7,0000-00-00 00:00:00,0000-00-00 00:00:00
162,C++,5,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,7,0000-00-00 00:00:00,0000-00-00 00:00:00
163,.NET,2,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,7,0000-00-00 00:00:00,0000-00-00 00:00:00
164,Javascript,1,"Phoenix, AZ",Peoria,Arizona,33.448377,-112.074037,7,0000-00-00 00:00:00,0000-00-00 00:00:00
165,Java,4,"San Francisco, CA",Alameda,California,37.774929,-122.419416,76419,0000-00-00 00:00:00,0000-00-00 00:00:00
166,.NET,8,"San Francisco, CA",Alameda,California,37.774929,-122.419416,76419,0000-00-00 00:00:00,0000-00-00 00:00:00
167,Android,4,"San Francisco, CA",Alameda,California,37.774929,-122.419416,76419,0000-00-00 00:00:00,0000-00-00 00:00:00
168,iOS,4,"San Francisco, CA",Alameda,California,37.774929,-122.419416,76419,0000-00-00 00:00:00,0000-00-00 00:00:00
169,Javascript,2,"San Francisco, CA",Alameda,California,37.774929,-122.419416,76419,0000-00-00 00:00:00,0000-00-00 00:00:00
170,MySQL,6,"San Francisco, CA",Alameda,California,37.774929,-122.419416,76419,0000-00-00 00:00:00,0000-00-00 00:00:00
171,C++,7,"San Francisco, CA",Alameda,California,37.774929,-122.419416,76419,0000-00-00 00:00:00,0000-00-00 00:00:00
172,Ruby,2,"San Francisco, CA",Alameda,California,37.774929,-122.419416,76419,0000-00-00 00:00:00,0000-00-00 00:00:00
173,.NET,1,"Los Angeles, CA",Alhambra,California,34.052234,-118.243685,84577,0000-00-00 00:00:00,0000-00-00 00:00:00
174,C++,5,"Los Angeles, CA",Alhambra,California,34.052234,-118.243685,84577,0000-00-00 00:00:00,0000-00-00 00:00:00
175,Android,2,"Los Angeles, CA",Anaheim,California,34.052234,-118.243685,345012,0000-00-00 00:00:00,0000-00-00 00:00:00
176,C++,25,"Los Angeles, CA",Anaheim,California,34.052234,-118.243685,345012,0000-00-00 00:00:00,0000-00-00 00:00:00
177,Python,5,"Los Angeles, CA",Anaheim,California,34.052234,-118.243685,345012,0000-00-00 00:00:00,0000-00-00 00:00:00
178,NoSQL,5,"Los Angeles, CA",Anaheim,California,34.052234,-118.243685,345012,0000-00-00 00:00:00,0000-00-00 00:00:00
179,iOS,9,"Los Angeles, CA",Anaheim,California,34.052234,-118.243685,345012,0000-00-00 00:00:00,0000-00-00 00:00:00
180,PHP,12,"Los Angeles, CA",Anaheim,California,34.052234,-118.243685,345012,0000-00-00 00:00:00,0000-00-00 00:00:00
181,Java,20,"Los Angeles, CA",Anaheim,California,34.052234,-118.243685,345012,0000-00-00 00:00:00,0000-00-00 00:00:00
182,.NET,16,"Los Angeles, CA",Anaheim,California,34.052234,-118.243685,345012,0000-00-00 00:00:00,0000-00-00 00:00:00
183,Javascript,20,"Los Angeles, CA",Anaheim,California,34.052234,-118.243685,345012,0000-00-00 00:00:00,0000-00-00 00:00:00
184,MySQL,6,"Los Angeles, CA",Anaheim,California,34.052234,-118.243685,345012,0000-00-00 00:00:00,0000-00-00 00:00:00
185,C++,3,"Los Angeles, CA",Arcadia,California,34.052234,-118.243685,57639,0000-00-00 00:00:00,0000-00-00 00:00:00
186,iOS,1,"Los Angeles, CA",Arcadia,California,34.052234,-118.243685,57639,0000-00-00 00:00:00,0000-00-00 00:00:00
187,.NET,7,"Los Angeles, CA",Arcadia,California,34.052234,-118.243685,57639,0000-00-00 00:00:00,0000-00-00 00:00:00
188,Javascript,1,"Los Angeles, CA",Arcadia,California,34.052234,-118.243685,57639,0000-00-00 00:00:00,0000-00-00 00:00:00
189,Java,1,"Los Angeles, CA",Artesia,California,34.052234,-118.243685,16736,0000-00-00 00:00:00,0000-00-00 00:00:00
190,Javascript,1,"Los Angeles, CA",Artesia,California,34.052234,-118.243685,16736,0000-00-00 00:00:00,0000-00-00 00:00:00
191,Python,2,"Los Angeles, CA",Azusa,California,34.052234,-118.243685,47842,0000-00-00 00:00:00,0000-00-00 00:00:00
192,C++,2,"Los Angeles, CA",Azusa,California,34.052234,-118.243685,47842,0000-00-00 00:00:00,0000-00-00 00:00:00
193,PHP,1,"Los Angeles, CA",Azusa,California,34.052234,-118.243685,47842,0000-00-00 00:00:00,0000-00-00 00:00:00
194,Java,5,"Los Angeles, CA",Azusa,California,34.052234,-118.243685,47842,0000-00-00 00:00:00,0000-00-00 00:00:00
195,Javascript,2,"Los Angeles, CA",Azusa,California,34.052234,-118.243685,47842,0000-00-00 00:00:00,0000-00-00 00:00:00
196,Javascript,3,"Los Angeles, CA",Baldwin Park,California,34.052234,-118.243685,76635,0000-00-00 00:00:00,0000-00-00 00:00:00
197,Python,2,"Los Angeles, CA",Baldwin Park,California,34.052234,-118.243685,76635,0000-00-00 00:00:00,0000-00-00 00:00:00
198,Java,1,"Los Angeles, CA",Baldwin Park,California,34.052234,-118.243685,76635,0000-00-00 00:00:00,0000-00-00 00:00:00
199,.NET,3,"Los Angeles, CA",Baldwin Park,California,34.052234,-118.243685,76635,0000-00-00 00:00:00,0000-00-00 00:00:00
200,C++,1,"Los Angeles, CA",Bell,California,34.052234,-118.243685,35948,0000-00-00 00:00:00,0000-00-00 00:00:00
201,.NET,1,"Los Angeles, CA",Bellflower,California,34.052234,-118.243685,77593,0000-00-00 00:00:00,0000-00-00 00:00:00
